1,1,"199312新加坡.0001465335012042
                            ×××
                            新加坡
                            大牌二二零
                            裕廊东第十二街
致李文先生：
      应征[Y徵]快乐家庭旅游公司导游职位[L]
    前日阅[F閱]读报章，获悉贵公司因业务发展的需要，特招聘导游，故写信前来应征[F徵]。
    本人×××，女，今年廿四岁。我于一九九三年毕业于新加坡国立大学经济系。目前正在参予[B于]大学所主办的推广旅游活动计划。本人在大学热衷[B中]于各项的活动，并[F並]且精通法语和日语。同时，对于各国的风俗民情甚感兴趣。
    虽然，本人尚无工作经验，可是却[F郤]乐意努力学习。希望贵公司会给予[B于]尝试的机会。与此封信一同寄上本人的成绩表和所需的资料。

  祝  生意蒸蒸日上
                            ×××敬上
                        一九九三年十二月四日

                                                              （126Z）（101F）"
1,2,"199312新加坡.0001525335002126
敬启者：
    敝人于报纸{CC报章}获悉{CC阅悉}，贵公司是众所周知{CC3众所知}的一家很有知名度，信誉好的旅游公司，也是我所向[B响]往的，今想应征[Y徵]贵公司经理人员。
    本人今年四十二岁，毕业于台湾北部南亚专科学院，在校时曾任学生代联会主席。[BC，]毕业后先在一家{CC间}电脑公司任业务{CJ-zxy员}，在公司时我很努力{CJX}工作，承蒙老板[F闆]赏识{CC赏赐}，升任业务部经理，掌管公司业务，接洽生意，工厂[BD……]等，所以对商场上一般待人处事均能应付{CD以对}。[BC；][BC，]而后兴趣所致转到安安旅游公司{CC2业}，{CD起先}从处理业务、安排客人旅游，到带团{CJ-sy出}国{CC1外国}均做得很起劲，也很得上司的赏识{CC赏赐}，所以晋升业务部的经理。[BC；][BC，]但公司因董事不合[BQ，]财务有限不能扩大发展，使我{CJ+zy倍}觉得有些受困。[BC，]今知悉公司需经理人员，倘能让我升任，当尽力所为，竭力的配合贵公司，好好的发展业务及拓展公司各方面，当是感激不尽。也{CJX}同时我会发挥我各项专长{CC专才}投效贵公司。
    我已经结婚了，先生在{CC于}外交部工作，两{CC二}个孩子已上初中，家中还有[L]母亲可帮忙，所以我目前没有后顾之忧。[BC；][BC，]同时我先生也很配合我，所以我可以尽全力效忠{CC尽效}贵公司[BQ。]
    如蒙赏识{CC赏赐  }请通知：
×××新加坡圣[F聖]伯特路56号#04-05
电[F電]话：3455847
          敬祝
  商  安

                        ×××敬上
                      九三年十二月四日

                                                                    （126Z）（101F）"
1,3,"199312新加坡.00001505335192132
 快乐家庭旅游公司联系人李文先生：
                               看到贵公司招聘启事，本人非常希望能为贵公司当起导游这一职位。本人的简历如下：
                                   我的名叫×××，是一位女性，[BC。]今年30岁。自从大学毕[Pbì]业后，我就从事{CC从业}导游{CJ-zxy工作}[BQ，]到如今已六年之久。我为目前的公司创{CC立}下不少辉煌的成绩，如提供多项的特别活动，发展业务到各国等等。我的特长在语言方面，精通华、巫、英和各方言。我对地理常识方面{CJ-zxy的了解}也十分广泛{CC2广}，{CQ对于}各个名胜地和文化活动，吃的地点，人民的生活习俗，我都了如[B落]指掌。我的年纪是大了点，这对工作上有帮助，因为{CC因}我会更加注重旅客们的生活。附信寄上照片和学历，请过目。还有一份健康报告书。地址如上。
                                               应聘者：
                                                   ×××
                                                         上 

                                                                 （126Z）（101F）"
1,4,"199312新加坡.00001515335002133
李先生钧[F鈞]鉴[F鑒]：
    应[F應]聘人姓名×××，申请[F請]应[F應]聘  贵公司女性导游。
    本人{CC个[F個]人}今年三十岁[F歲]，大学[F學]中文系毕[F畢]业[F業]，曾担任过中学[F學]华[F華]文教师[F師]。平日喜欢[F歡]阅[F閱]读[F讀]有关[F閞]各地风土民俗的杂[F雜]志[F誌]，尤其喜爱研[F硏]读[F讀]名山古迹[Y磧]的资[F資]料，探讨[F討]其史迹[Y磧]源流，小有心得。
    本人{CC个[F個]人}性情随和，身体健康，没有不良嗜好。由于[F於]曾担任过教学[F學]工作，对[F對]于[F於]语[F語]言表达能力之提升颇有帮[F幫]助，自信极[F極]能胜[F勝]任导[F導]游工作，请[F請]贵[F貴]公司给予本人{CC个[F個]人}这个{CC此一}工作机[F機]会[F會]。不胜[F勝]感激。谨[F謹]此
敬颂[F頌]商祺
                              应聘人：×××  年龄：30
                              学历：大学[F學]
                              联系地址：10G  Braddell view
                              联系电[F電]话[F話]：2544351
                                ××× 谨[F謹]启[F啓]

                                                                   （126Z）（101F）"
1,5,"199409香港.0000015436342208
    我是中国[F國]人，又居于[F於]香港，所以在学[F學]习[F習]汉[F漢]语[F語]的“[BC「]读[F讀]”[BC」]和""[BC「]写[F寫]""[BC」]方面并[F並]没有太大的困难[F難]；但在“[BC「]听[F聽]”[BC」]和“[BC「]说[F說]”[BC」]方面，却[F卻]一直{CQ得}面对[F對]困难[F難]，因为[F為]缺乏理想的语[F語]言环[F環]境，所以，以下我会[F會]就这[F這]方面，说[F說]说[F說]自己学[F學]习[F習]汉[F漢]语[F語]的苦与[F與]乐[F樂]。
   记 [F記]得初说[F說]汉[F漢]语[F語]（普通话）时[F時]，朋友们[F們]常常都跟我说[F說]：“[BC「]请[F請]不要再说[F說]了，你说[F說]得那样[F樣]吃力。你知道[L]吗[F嗎]？我们[F們]也听[F聽]得很辛苦。”[BC」]每当[F當]我听[F聽]到这样[F樣]的话[F話]，内心都很难[F難]过[F過]，很想放弃[F棄]。但经[F經]过[F過]一番思想斗[F鬥]争后[F後]，又觉[F覺]得若不争取机[F機]会[F會]，自我制[F製]造语[F語]言环[F環]境，又怎能把它学[F學]好呢？于[F於]是，当[F當]下次见[F見]到朋友时[F時]，又跟他们[F們]說起普通话[F話]。那段日子，朋友们[F們]都避开[F開]我，或是脸{CC面}上满是厌[F厭]烦[F煩]、无[F無]奈的神情，令我既感{CQ到}难[F難]受，又感到愧疚。我想这是学汉[F漢]语[F語]的苦。
    然而，当[F當]我收到考普通话考试合格的正式通知单[F單]后[F後]，我又无[F無]比欢欣。现[F現]在，我可以和人用普通话交谈，发[F發]表自己的意见，抒发[F發]自己的感受，我又觉得一切的痛苦都是值得的。
    所以，我觉[F覺]得自己从[F從]学习[F習]汉[F漢]语[F語]中感受到人生的真正[L]意义[F義]，就是经过痛苦的快乐，才是最大的快乐。所以，我认[F認]为[F為]学习[F習]汉[F漢]语[F語]对我来说是乐多于[F於]苦的。
                                                  
                   (101F)(155J)      
"
1,6,"199409香港.0000205435011209
             Title   学[F學]习[F習]汉[F漢]语[F語]的苦与[F與]乐[F樂]
    作为[F為]一个[F個]中国[F國]人，生长[F長]在香港，有机[F機]会[F會]学[F學]习[F習]汉[F漢]语[F語]，我认[F認]为[F為]是一件幸事。学[F學]习[F習]任何学[F學]問，肯定都有苦有乐[F樂]；学[F學]习[F習]汉[F漢]语[F語]，对[F對]我来[F來]说[F説]，乐[F樂]多于[F於]苦。锲[F鍥]而不舍[F捨]，不断钻[F鑽]研[F研]甚至不觉[F覺]其苦。
    现在先说[F説]乐[F樂]的一面。
    由于[F於]从[F從]小就接触[F觸]本国[F國]的语[F語]文，在学[F學]校里[F裏]打下了良好的基础[F礎]，也养[F養]成了良好的阅[F閲]读[F讀]习[F習]惯。除了教科书[F書]是汉[F漢]语[F語]之外，日常阅[F閲]读[F讀]课[F課]外书[F書]本、报[F報]刊杂[F雜]志[F誌]等都大量提供汉[F漢]语[F語]的养[F養]分。浸游[C]于[F於]书[F書]海当[F當]中，吸取许多文学[F學]、语[F語]文的基本知识[F識]。对[F對]我来[F來]说[F説]，阅[F閲]读[F讀]是快乐[F樂]的源泉。
    我从[F從]小就喜欢[F歡]听[F聴]别人说[F説]话[F話]，是一个[F個]很好的聆听[F聴]者。我除了听[F聴]别人说[F説]广[F廣]州话[F話]外，也有机[F機]会[F會]听[F聴]普通话[F話]。我尝试[F試]比较[F較]这[F這]两[F兩]种[F種]语[F語]言的不同——例如语[F語]音、语[F語]法，甚至音色。多听[F聴]别人说[F説]话[F話]，趣味无[F無]穷[F窮]；除了欣赏人们[F們]的声[F聲]音外，也使我的说[F説]话[F話]方法得到改善，知道学[F學]好普通话[F話]对[F對]中文写[F寫]作大有帮[F幫]助——我手写[F寫]我心，语[F語]与[F與]文契合为一体，更能清晰地表达[F達]我的思想与[F與]情感。对[F對]别人的心声[F聲]，也理解得更透澈。
    至于[F於]学[F學]习[F習]汉[F漢]语[F語]苦的方面，由于[F於]汉[F漢]字是方块[F塊]字，小时[F時]候书[F書]写[F寫]时[F時]往往以某些字的笔[F筆]划[F劃]太多为[F為]苦；也因笔[F筆]划[F劃]太多，字形也会[F會]弄错。此外，汉[F漢]语发[F發]音，也比广[F廣]州话[F話]麻烦。广[F廣]州话[F話]里[F裏]没有卷[F捲]舌音，而广[F廣]东[F東]人学[F學]普通话就是不习[F習]惯这[F這]些。幸而这[F這]种[F種]小毛病很快就能克服了。
   总[F總]之，对[F對]我来[F來]说，学[F學]习[F習]汉[F漢]语，乐[F樂]多于[F於]苦，甚至不觉[F覺]其苦，只觉[F覺]其乐[F樂]，其乐[F樂]无[F無]穷[F窮]。
    我爱[F愛]汉[F漢]语，它为[F為]我带来[F來]{CQ了}人生乐[F樂]趣。
                                                    
                                  (101F)(155J)
"
1,7,"199409香港.0000115436342213
    我是大约在三年前学习[F習]汉语{CJsd}，因为那时接触的大部分[B份]都是中国人，因此非学好普通话不可。对我来说，最困难[F難]的应该是发音那一方面吧，那些卷[B捲]舌，前后鼻韵[F韻]母对我来说实在太难[F難]了。有好几次，都被我的中国朋友嘲笑发音不准，不明白我在说什么{CC甚么}。到重复[F複]说他们也不明白的时候，只好拿纸笔出来写[C]给他们看了。但有时候又忘了汉字怎么写[C]，只好比手画脚，又画图来{CC的}表达自己[B乙]的意思了，好容易才让[F讓[C]]他们明白过[F過]來。
    掌握一种语言实[C]在不简单[C]，尤其像汉语这[F這]么一种复[F複]杂的语言，不单[C]字体复[F複]杂，发音又难[F難]，语调又有四声之分，最初的时候真想就此放弃[F棄]就算了{CC便算了}。
    幸好那时候有一位上海的朋友，时常和我交谈，又鼓励[B历]我继续学习普通话，又借一些教材给我，纠正我不正确[F確]的发音，她实在是{CJ-zhuy我}学习普通话过[F過]程中的一位好老师[F師]。
    现[F現]在，虽[F雖]然我有些时候分不清“[BC「]四”[BC」]和""[BC「]十""[BC」]的发音，有时候又不懂汉字怎么写[C]。但现在可以有九成的把握用普通话和人交谈，比起从前光羡慕人家说得那么好，已进[F進]步了不少。用纸笔[F筆]交谈，比手画脚的机会也大大减少了。
    我觉得学习语言最大的乐趣，就是可以掌握这[F這]种[C]语言，用作交谈的工具，互相明白，不就是最大的乐趣吗？
                                                    

                                 (101F)(155J)   
"
1,8,"199409香港.0000225435012221
            Title    学[F學]习汉语[F語]的苦与乐
    汉语[F語]是一种很有“[BC「]个性”[BC」]的语言{CC言语[F語]}，每一个字的组[F組]合都有自己的意思，而且词[F詞]组丰富，有一种令我越学越想学的吸引力，令我{CD对}了[F瞭]解汉语[F語]的兴趣大增。
    身为[F為]中国[F國]人，我以我的国[F國]家为[F為]荣[F筞]。要深入了[F瞭]解一个国[F國]家的历史、文化、风[F風]俗等，就非要懂得它的语言{CC言语[F語]}不可，坦白说[F説]，汉语[F語]是一种不易学的语[F語]言，汉字的结[F結]构[F構]繁杂[F複]，要有很持久的毅力才能把这种语[F語]言学好，特别是比较常用{CC多用}的词[F詞]句也有五千多个。
    虽[F雖]然学习汉语[F語]不容易，但在学习的过程中可真有不少乐趣，尤其是当[F當]你能够[F夠]用汉语[F語]跟中国[F國]及其他华籍[B藉]人士沟[F溝]通的时[F時]候，那种喜悦是无以言表{CC无[F無]话[話F]解释[C]}的。以我为[F為]例，在学习普通话[F話]的过程中，我因事要到北京公干[F幹]，于是我好好地{CC的}把握这个机会，用普通话[F話]跟北京的同胞谈[F談]话[F話]，忽然我们的隔膜[BD「]不翼而飞[BD」]{CQ了}，这都是因为[F為]我们能够[F夠]用同一个语[F語]言沟[F溝]通呢！
    学习汉语[F語]的苦处[F處]我并[F並]没有真正地{CC的}体会到，可能是因为[F為]我太喜欢这个语[F語]言啦，就是遇到有困难的地方，对我来[F來]说[F説]，也是微不足道的{CC呢}！
              谢[F謝]谢[F謝[C]]！
                                                           

                                  (101F)(155J)
"
1,9,"199409香港.0000235435011216
                 Title 学习汉语[F語]的苦与乐
    中华民族是现[F現]今世界最大的一个[F個]民族，中华民族所普遍使用的语[F語]言——汉语，是世界上最多人使用的一种[F種]语言，作为[F為]炎黄子孙[F孫]的我，又怎能不把汉语学好呢？祖国现[F現]正推行改革开[F開]放{CJ-by政策}，走向世界，更显出[C]学习汉语的重要性。
    汉语是经过中华民族数千[F仟]年的演变{CC历史}，无[F無]数的学者不断钻[F鏺]研，不断改进[F進]而成，它是世界上是最博大精深的一种语言，学习汉语当然存在一些困难[F難]。
    现[F現]今的汉语是以北方语[F語]言为基础，北京音为标[F標]准[F凖]，而我们生长在中国的南方，日常交谈[F談]都使用本地的方言，以至非[C]常缺乏练[F練]习[F習]讲[F講]及听的机会。而且{CC2而}汉字{CC汉语}是象形文字，日常使用的字词[F詞]亦达[F逹]数千[F仟]个[F個]之多，所以，如要令自己的汉语[F語]达[F逹]到高水平，必须多用功，多看，多说{CC论[F論]}，而我们缺乏与别人使用汉语的机会，只有依靠录[F録]音带等辅[F輔]助工具来学习，当我们回[C]到中国旅行或工作的时[F時]候，亦{CJ-zy要}把握机会好好练[F練]习。
    学好了汉语，当我们回到祖国的时[F時]候，我们再不需要像哑巴一样，亦不需要因为[F為]自己身为中国人而不懂说汉语（普通话）而感到惭愧。而在学习汉语的过[F過]程中，我们亦能感受到当中的乐趣，在这伟[F偉]大的中华文化瑰宝里[F裡]，我们学到的不仅是这语言，而且学到不少{CC小}知识。
                                                          
                              (101F)(155J)
"
1,10,"199409香港.0000255435012226
           Title  学[F學]习[F習]汉语[F語]的苦与乐
    汉[F漢]语[F語]是我们[L]民族的共同语[F語]，我们[F們]必须[F須]要好好地学[F學]好它和掌握它。
    从{CC在}一九九零{CC0}年夏天开[F開]始，每天工作后[F後]，我拖着疲乏的身体[F體]上学[F學]习[F習]班，上课[F課]的时[F時]候，有时因太累了，禁不住打瞌睡{CD了}。幸好老师[F師]也能体谅[F諒]我们，没有责[F責]怪我们[F們]，反而常常说[F説]些鼓励[C]的话[F話]，使我们[F們]也暗自在心里[F裏]感激老师[F師]，因此在工作时[F時]也不敢忘记{CC放弃[F棄]}温习[F習]{CD机会}。甚至在假日里[F裏]，别人可以愉快地享受户外娱乐活动{CC4乐[F樂]趣}，但我仍按照老师[F師]指导[F導]的方法，朗读[F讀][F課]文，[BC、]拼写[F寫]汉[F漢]字。这[F這]样[F樣]大约有三年多了。我发[F發]觉[F覺]我跟老师[F師]谈话[F話]的时[F時]候，老师[F師]不再误[F誤]会我的意思，而且{CC反而}常常说[F説]我的汉语[F語]水平提高了不少。唉，以前的苦处[F處]——困在室内苦读[F讀]，{CD受到}亲[F親]友嘲笑{CJ-by我}“[BC「]考状元”[BC」]，今天真可以一扫[F掃]而空了。
    至于[F於]学[F學]习[F習]汉语[F語]的乐[F樂]趣，我认[F認]为[F為]能够[F夠]流利地使用汉语[F語]就是我最大的乐[F樂]趣。尤其是到国内旅行，或是到使用汉[F漢]语[F語]的其他地方公干[F幹]。学[F學]了汉语[F語]，不再被{CC给[F給]}人视[F視]为[F為]异[F異]类[F類]分子；{CQ而且}气[F氣]氛融洽，做事也方便、顺[F順]利多了。因此，又使我的事业[F業]迈[F邁]进[F進]{CJX}{CQ向}成功了{CC的}一大步。
    在上课[F課]的时[F時]候，我们[F們]可以认识[F認]识一些志同道合的人，大家互相鼓励{CC砥[C]励}，互相指正，终[F終]于[F於]又成了好朋友，那真是人生一大快事！
    总[F總]的来[F來]说[F説]：学[F學]习[F習]汉语[F語]的苦和乐[F樂]，都是一种[F種]人生的经[F經]历，我可以这[F這]样[F樣]说[F説]，在学[F學]习[F習]汉[F漢]语[F語]时[F時]，我在享受着它给[F給]我的苦和乐[F樂]。到了今天，我在享受着学[F學]习[F習]成功的乐[F樂]趣，也就是说[F説]我已脱离苦海了！
                                                
                           (101F)(155J)
"
